"Link","Name","Pos","Height RAS","Weight RAS","Arm RAS","Hand RAS","Forty RAS","Twenty RAS","Ten RAS","Bench RAS","Vertical RAS","Broad RAS","Shuttle RAS","Cone RAS","RAS"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26595&ovl=Eastern+Kentucky"">Link</a>","Dakota Allen","TE","3.44","4.64",,,"3.95","1.84","1.65","9.44","6.90","1.99",,,"3.16"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26596&ovl=Eastern+Kentucky"">Link</a>","Jalen Burbage","WR","3.02","3.87",,,"2.56","3.88","0.68","4.59","5.56","1.79","0.57","0.93","0.91"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26597&ovl=Eastern+Kentucky"">Link</a>","Joseph Sayles","SS","2.08","4.46",,,"0.13","0.13","0.33","0.51","0.41","2.19","0.56","0.72","0.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26598&ovl=Eastern+Kentucky"">Link</a>","Brennan McGuire","WR","1.24","0.24",,,"4.71","4.25","5.07","0.90","3.77","3.31","2.69","1.70","0.97"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25737&ovl=Augustana"">Link</a>","Casey Bauman","QB","9.82","8.14",,,"3.92","5.86","2.72",,"9.30","8.75","7.56","4.95","7.94"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25738&ovl=Laval"">Link</a>","Cristophe Beaulieu","CB","9.54","8.36",,,"2.28",,,"4.50","5.51","8.08","4.32","8.46","7.37"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25739&ovl=Mount+Allison"">Link</a>","Daniel Bell","CB","9.27","9.97",,,"0.18",,,"0.63","6.09","3.79","6.02","8.13","5.59"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25740&ovl=Queens"">Link</a>","Ryan Berta","OG","1.36","4.87",,,"4.40",,,"8.87","4.38","6.07","5.98","5.03","4.92"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25741&ovl=Alberta"">Link</a>","Tyshon Blackburn","CB","9.69","9.27",,,"2.28",,,"0.10","3.63","4.36","1.98","7.68","4.31"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25742&ovl=Prairie+View+A&M"">Link</a>","Jahquan Bloomfield","WR","5.15","3.62",,,"4.09",,,"2.36","6.14","6.28","1.34","1.92","2.43"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25743&ovl=South+Alabama"">Link</a>","Jamall Hickbottom","DT","4.23","7.91",,,"2.57","5.51","9.20","3.63","1.69","0.93","2.06","1.56","2.62"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25744&ovl=Calgary"">Link</a>","John Bosse","OG","7.48","9.46",,,"4.70",,,"6.41","3.11","6.58","1.04","5.91","5.77"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25745&ovl=Western+University"">Link</a>","Lourenz Bowers-Kane","LB","0.24","0.10",,,"3.95",,,"3.04","8.03","4.42","3.77","4.67","1.98"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25746&ovl=Wilfrid+Laurier"">Link</a>","Luke Brubacher","DE","9.14","1.94",,,"8.79",,,,"9.66","9.60","8.22","8.83","9.69"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25747&ovl=Queens"">Link</a>","Jared Chisari","RB","4.99","5.18",,,"2.53",,,,"2.79","4.54","3.52","6.67","3.22"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25748&ovl=Delaware+State"">Link</a>","Michael Chris-Ike","RB","9.45","8.74",,,"7.96",,,"3.93","7.28","8.21","8.24","9.84","9.66"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25749&ovl=Connecticut"">Link</a>","Sokoya McDuffie","DT","8.96","5.42",,,,,,"2.35",,,,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25750&ovl=UBC"">Link</a>","Jerrell Cummings","CB","1.65","4.90",,,"1.02",,,"8.53","7.19","7.64",,"1.10","3.68"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25751&ovl=Cincinnati"">Link</a>","Joel Dublanko","LB","6.49","4.42",,,"8.89",,,"2.42","7.63","3.83","7.99","9.61","7.3"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25752&ovl=Laval"">Link</a>","Nathaniel Dumoulin Duguay","OG","1.55","1.27",,,"8.30",,,"6.41","8.53","9.07","7.88","9.84","7.74"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25753&ovl=Bemidji+State"">Link</a>","Dhel Duncan-Busby","WR","7.07","7.84",,,"5.04","3.88","1.65","6.36","4.35","3.31","4.57","3.26","4.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25754&ovl=Maine"">Link</a>","John Gay","RB","4.99","2.22",,,"6.68","1.18","6.54","3.93","7.93","7.15","1.67","0.80","3.2"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25755&ovl=Manitoba"">Link</a>","Abdul-Karim Gassama","WR","0.91","0.14",,,"3.55",,,"0.60","5.56","8.71","5.09","6.99","2.56"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25756&ovl=Ottawa"">Link</a>","Nicholas Gendron","WR","3.36","4.98",,,"3.04",,,"5.47","1.71","5.73","5.78","7.95","4.09"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25757&ovl=Alberta"">Link</a>","Jonathan Giustini","CB","2.30","9.12",,,"1.53",,,"7.88","1.23","1.68","3.18","6.10","2.8"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25758&ovl=Bishops"">Link</a>","Yani Gouadfel","CB","9.75","8.93",,,"2.71",,,"5.35","1.93","5.12","6.02","3.74","5.45"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25759&ovl=Ithaca"">Link</a>","Derek Slywka","SS","9.64","8.79",,,"8.13","6.60","8.74","0.75","9.39","9.47","8.73","9.41","9.45"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25760&ovl=Wilfrid+Laurier"">Link</a>","Cooper Hamilton","OG","9.70","2.95",,,"3.02",,,"2.74","7.38","7.53","1.39","3.54","4.28"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25761&ovl=Colgate"">Link</a>","Arthur Hamlin","CB","5.55","4.15",,,"2.05",,,"1.47","2.49","4.36","1.98","6.48","1.93"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25762&ovl=Waterloo"">Link</a>","Tyson Hergott","DE","2.79","1.94",,,"5.79",,,"3.44","7.55","1.91","2.85","5.74","2.82"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25763&ovl=UBC"">Link</a>","Bradley Hladik","FB","9.68","7.18",,,"1.47",,,"6.30","5.28","2.99","3.50","6.04","5.26"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25764&ovl=McMaster"">Link</a>","Owen Hubert","DE","6.59","5.92",,,"2.15",,,"0.20","3.23","4.94","1.02","1.79","1.59"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25765&ovl=Saskatchewan"">Link</a>","George Idoko","DE","1.22","0.13",,,"6.83",,,"1.22","7.08","3.78","2.65","1.91","1.41"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25766&ovl=Western+University"">Link</a>","Mohsen Jamal","WR","1.68","2.10",,,"3.85",,,"7.10","3.18","9.69","6.20","9.15","5.29"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25767&ovl=York"">Link</a>","Jason Janvier-Messier","DE","2.79","0.36",,,"5.10",,,"2.20","7.55","6.64","3.55","5.63","3.23"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25768&ovl=Waterloo"">Link</a>","Ethan Kalra","OG","0.66","4.87",,,"2.73",,,"5.70","1.61","2.71","3.78","3.77","1.56"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25769&ovl=Saskatchewan"">Link</a>","John Kourtis","OG","6.61","4.87",,,,,,,"2.55","0.63","0.18","0.56","0.83"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25770&ovl=McGill"">Link</a>","Benjamin Labrosse","CB","7.53","5.30",,,"6.67",,,"4.50","8.81","9.86","6.74","9.15","8.89"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25771&ovl=Carleton"">Link</a>","Louis Lavaud","CB","3.47","5.75",,,"0.49",,,"2.86","0.70","1.35","0.17","1.51","0.4"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25772&ovl=Carleton"">Link</a>","Patrick Lavoie","OG","7.02","1.38",,,"3.14",,,"0.58","1.61","3.66","3.78","4.31","1.5"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25773&ovl=Ottawa"">Link</a>","Ben Maracle","QB","5.93","1.37",,,,,,,,,,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25774&ovl=Northwestern+Oklahoma+State"">Link</a>","Dawson Marchant","CB","9.00","7.85",,,"1.53","2.10","2.81","7.17","0.70","3.79","1.98","1.97","2.43"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25775&ovl=Regina"">Link</a>","D'Sean Mimbs","WR","4.53","3.62",,,,,,"6.36","8.16","9.25",,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25776&ovl=Laval"">Link</a>","Kevin Mital","WR","5.51","9.84",,,"5.04",,,"9.42","6.14","2.25","1.34","7.11","6.32"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25777&ovl=Windsor"">Link</a>","Jaxon Morkin","OG","2.71","4.45",,,"2.32",,,,"3.11","3.66","4.19","7.24","2.77"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25778&ovl=Windsor"">Link</a>","Owen Mueller","OG","7.26","4.45",,,"6.56",,,"8.45","3.71","8.28","3.11","5.35","6.45"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25779&ovl=Queens"">Link</a>","Olivier Muembi","LB","3.12","2.55",,,"3.25",,,"3.88","8.35","9.34","4.20","7.69","5.14"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25780&ovl=Guelph"">Link</a>","Scott Murray","DE","0.52","0.18",,,"0.70",,,,"4.89","2.33","2.85","5.74","0.7"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25781&ovl=Western+University"">Link</a>","Max Nixon","LB","1.74","3.61",,,"1.10",,,"0.88","1.34","2.22","3.77","5.80","0.87"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25782&ovl=Washington+State"">Link</a>","Simon Samarzich","LS","2.74","8.61",,,"4.59","2.36","3.44","5.27",,,,,"4"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25783&ovl=Towson"">Link</a>","Samuel Obiang","DT","0.16","10.00",,,"0.41","0.64","1.20","2.35","3.05","5.03","1.02","0.92","0.64"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25784&ovl=San+Diego+State"">Link</a>","Cedarious Barfield","SS","0.58","1.52",,,"6.63","7.93","7.81","2.13","4.71","4.41","5.76","4.88","3.81"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25785&ovl=Wilfrid+Laurier"">Link</a>","Brandon Omonuwa","DT","2.56","1.01",,,"6.72",,,"5.70","7.13","6.24","1.38","8.36","4.42"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25786&ovl=Carleton"">Link</a>","Ifenna Onyeka","DE","1.22","2.61",,,,,,,,,,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25787&ovl=Montreal"">Link</a>","Paul-Antoine Ouellette","FB","9.88","5.14",,,"2.44",,,"1.15","1.85","4.90","5.97","5.88","3.88"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25788&ovl=Alberta"">Link</a>","Matthew Peterson","RB","2.91","3.82",,,"4.30",,,"2.34","0.76","0.96","2.63","1.26","0.43"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25789&ovl=Albany"">Link</a>","A.J. Simon","DE","1.22","5.50",,,"9.43","7.37","9.78","9.89","4.31","6.64","5.90","6.35","7.82"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25790&ovl=Concordia"">Link</a>","Dawson Pierre","CB","9.54","9.98",,,"0.70","1.24","6.78","8.53","4.27","3.79","0.57","0.68","3.77"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25791&ovl=Bishops"">Link</a>","Gabriel Royer","LB","0.33","0.54",,,"2.20",,,"0.39",,,"6.94","7.51","1.25"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25792&ovl=Baylor"">Link</a>","Justin Sambu","DT","6.61","1.29",,,"3.01","3.64","3.52","0.04","1.69","5.60","4.24","5.70","2"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25793&ovl=Alberta"">Link</a>","Daniel Shin","OG","2.09","0.64",,,"0.43",,,"4.21","1.61","2.71","2.00","3.77","0.47"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25794&ovl=McGill"">Link</a>","Darius Simmons","WR","3.36","7.17",,,"2.13",,,"6.36","1.32","2.25","5.96","3.26","2.6"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25795&ovl=Queens"">Link</a>","Anthony Soles","RB","8.95","8.59",,,"0.02",,,"1.80","0.03","0.26","0.40","1.91","0.78"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25796&ovl=Regina"">Link</a>","Jackson Sombach","CB","0.42","7.55",,,"3.53",,,"5.35","6.09","6.41","5.20","5.72","4.64"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25797&ovl=Montreal"">Link</a>","Kaylyn St-Cyr","CB","6.11","9.60",,,"1.12",,,"7.17","3.63","3.79","6.02","4.74","5.12"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25798&ovl=Guelph"">Link</a>","Kaine Stevenson","WR","2.48","6.92",,,,,,"5.47","3.18",,,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25799&ovl=Sacramento"">Link</a>","Armani Bailey","LB","3.12","4.78",,,"5.58","2.83","3.98","5.58","6.11","7.29","6.65","5.80","4.88"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25800&ovl=UBC"">Link</a>","Mitchell Townsend","LB","8.71","2.92",,,"0.43",,,"0.62","0.59","3.83","2.65","5.97","1.6"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25801&ovl=Windsor"">Link</a>","George Una","OG","1.55","6.55",,,"6.02",,,"5.70","5.60","7.53","6.44","7.96","6.49"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25802&ovl=Ottawa"">Link</a>","Kevin Victome","CB","5.83","2.67",,,"0.15",,,"0.63","1.93","0.43","0.96","3.45","0.38"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25803&ovl=Queens"">Link</a>","Van Wishart","DE","6.59","4.70",,,,,,"4.24","2.30","4.34","4.11","2.32","2.96"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25804&ovl=Merrimack"">Link</a>","Jack Zergiotis","QB","1.78","5.02",,,,,,"2.14","0.72","1.74","0.63","3.67","0.56"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25805&ovl=Incarnate+Word"">Link</a>","Ayodele Adeoye","LB","7.74","5.85",,,"5.01","5.32","7.00","2.42","8.35","3.83","4.20","5.05","5.49"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25806&ovl=Incarnate+Word"">Link</a>","Darren Brown","DT","4.23","9.49",,,"1.54","1.66","4.08","6.44","1.00","1.22","2.62","2.37","1.85"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25807&ovl=Incarnate+Word"">Link</a>","Jaelin Campbell","WR","5.86","5.65",,,"3.04","7.74","2.13","6.36","9.06","9.25","3.01","5.48","6.19"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25808&ovl=Incarnate+Word"">Link</a>","C.J. Hardy","WR","1.81","4.51",,,"4.71","8.18","4.35","7.10","7.66","6.28","1.53","9.75","5.81"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25809&ovl=Incarnate+Word"">Link</a>","Kailan Noseff","WR","6.89","5.85",,,"0.14","2.22","3.33","1.26","3.18","1.79","1.53","2.40","1.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25810&ovl=Incarnate+Word"">Link</a>","Brandon Porter","WR","2.31","4.09",,,"3.55","4.25","5.89","7.79","4.35","2.76","7.51","0.37","3.12"
